word_count,char_count,sentence_count,paragraph_count,avg_sentence_len,avg_word_len,sent_per_para,comma_count,comma_per_sent,punct_ratio,unique_word_count,type_token_ratio,long_word_ratio,content_word_ratio,stopword_ratio,spell_err_count,spell_err_ratio,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,score
185,1058,15,3,12.333333333333334,4.4,5.0,6,0.4,0.03497164461247637,114,0.6162162162162163,0.16216216216216217,0.5621621621621622,0.43783783783783786,10,0.05405405405405406,75.7636666666667,5.805446808510641,7.992056737588652,8.841846274778883,1
346,2099,17,4,20.352941176470587,5.008670520231214,4.25,21,1.2352941176470589,0.022391615054787994,212,0.6127167630057804,0.2774566473988439,0.5924855491329479,0.407514450867052,16,0.046242774566473986,36.82193277310924,12.726629318394028,15.411764705882355,14.554592549557764,1
272,1313,15,13,18.133333333333333,3.6323529411764706,1.1538461538461537,3,0.2,0.015232292460015232,136,0.5,0.051470588235294115,0.4264705882352941,0.5735294117647058,2,0.007352941176470588,88.26749450549454,5.46917216117216,8.452161172161173,7.793537801064561,1
231,1228,15,5,15.4,4.203463203463204,3.0,2,0.13333333333333333,0.018729641693811076,140,0.6060606060606061,0.14285714285714285,0.5324675324675324,0.4675324675324675,4,0.017316017316017316,73.93514492753624,6.756086956521742,8.742028985507247,9.3871,1
181,923,12,2,15.083333333333334,3.955801104972376,6.0,3,0.25,0.01950162513542795,99,0.5469613259668509,0.13259668508287292,0.425414364640884,0.574585635359116,6,0.03314917127071823,84.9935805860806,5.172252747252749,7.8249084249084255,8.07648339933343,1
292,1556,6,6,48.666666666666664,4.239726027397261,1.0,4,0.6666666666666666,0.007712082262210797,172,0.589041095890411,0.11986301369863013,0.5136986301369864,0.4863013698630137,13,0.04452054794520548,39.57451030927838,19.788230240549826,21.599312714776634,13.295006501635747,1
178,943,11,3,16.181818181818183,4.207865168539326,3.6666666666666665,2,0.18181818181818182,0.015906680805938492,99,0.5561797752808989,0.12921348314606743,0.5112359550561798,0.4887640449438202,7,0.03932584269662921,79.67000510725231,6.166976506639429,7.821041879468847,8.00094639256281,1
248,1252,9,1,27.555555555555557,3.9798387096774195,9.0,1,0.1111111111111111,0.011182108626198083,112,0.45161290322580644,0.0967741935483871,0.4032258064516129,0.5967741935483871,5,0.020161290322580645,73.39815555555559,9.922533333333337,12.871111111111112,9.725611199111238,1
194,945,1,3,194.0,3.8402061855670104,0.3333333333333333,0,0.0,0.0,101,0.520618556701031,0.10824742268041238,0.4845360824742268,0.5154639175257731,7,0.03608247422680412,-95.64692307692304,75.04358974358973,78.82051282051282,17.122413403193683,1
225,1407,15,1,15.0,5.04,15.0,7,0.4666666666666667,0.022743425728500355,123,0.5466666666666666,0.28444444444444444,0.52,0.48,1,0.0044444444444444444,46.49933627019092,10.53314537444934,14.335271659324523,13.5591,1
509,3017,33,4,15.424242424242424,4.557956777996071,8.25,38,1.1515151515151516,0.04209479615512098,268,0.5265225933202358,0.19646365422396855,0.6031434184675835,0.3968565815324165,15,0.029469548133595286,66.00939043615347,7.95943597827991,10.298616220003504,10.504223727775692,1
168,845,3,5,56.0,3.9285714285714284,0.6,0,0.0,0.004733727810650888,87,0.5178571428571429,0.11904761904761904,0.39285714285714285,0.6071428571428571,5,0.02976190476190476,39.64315789473686,21.89029239766082,24.437426900584796,13.023866798666859,1
332,1901,30,6,11.066666666666666,4.400602409638554,5.0,13,0.43333333333333335,0.04734350341925302,199,0.5993975903614458,0.16265060240963855,0.5331325301204819,0.46686746987951805,16,0.04819277108433735,70.58227426160339,6.031291139240508,8.137383966244727,9.642632912329528,1
235,1270,11,1,21.363636363636363,4.208510638297873,11.0,12,1.0909090909090908,0.02125984251968504,138,0.5872340425531914,0.14042553191489363,0.5404255319148936,0.4595744680851064,3,0.01276595744680851,72.49761941448384,8.47727272727273,10.615716486902928,10.018931242160765,1
470,2556,14,20,33.57142857142857,4.197872340425532,0.7,7,0.5,0.013302034428794992,223,0.474468085106383,0.1,0.4978723404255319,0.502127659574468,21,0.04468085106382979,59.40316845993256,14.12739039665971,16.408607676248597,11.051253699011982,1
210,1007,12,3,17.5,3.723809523809524,4.0,1,0.08333333333333333,0.014895729890764648,84,0.4,0.0761904761904762,0.4142857142857143,0.5857142857142857,7,0.03333333333333333,88.76107142857146,5.226428571428574,7.9523809523809526,6.816661863887846,1
172,931,2,1,86.0,4.308139534883721,2.0,3,1.5,0.004296455424274973,94,0.5465116279069767,0.16279069767441862,0.5,0.5,11,0.06395348837209303,-0.2520454545454385,35.156136363636364,37.7,17.122413403193683,1
383,1987,18,17,21.27777777777778,4.088772845953002,1.0588235294117647,5,0.2777777777777778,0.012078510317060896,184,0.4804177545691906,0.1174934725848564,0.44386422976501305,0.556135770234987,4,0.010443864229765013,72.36442631273574,8.4519364664926,10.808761241659415,9.861636050157227,1
271,1426,3,3,90.33333333333333,4.22140221402214,1.0,0,0.0,0.0035063113604488078,149,0.5498154981549815,0.13284132841328414,0.4833948339483395,0.5166051660516605,15,0.055350553505535055,-3.071813725490159,36.21191176470589,38.76666666666667,17.122413403193683,1
255,1321,18,2,14.166666666666666,4.101960784313725,9.0,5,0.2777777777777778,0.0174110522331567,124,0.48627450980392156,0.1411764705882353,0.49019607843137253,0.5098039215686274,6,0.023529411764705882,76.66657777777777,6.01626666666667,7.955555555555556,9.586721724236664,1
438,2224,18,3,24.333333333333332,3.961187214611872,6.0,4,0.2222222222222222,0.011690647482014389,178,0.4063926940639269,0.1004566210045662,0.4406392694063927,0.5593607305936074,20,0.045662100456621,70.70980122899424,9.51081640331076,11.108552796588915,8.344100000000001,1
376,2152,15,15,25.066666666666666,4.388297872340425,1.0,34,2.2666666666666666,0.02648698884758364,203,0.5398936170212766,0.1702127659574468,0.5319148936170213,0.46808510638297873,11,0.02925531914893617,59.45252380952384,11.459142857142858,13.514557823129252,11.855464076750408,1
252,1296,16,3,15.75,4.003968253968254,5.333333333333333,4,0.25,0.016203703703703703,127,0.503968253968254,0.11904761904761904,0.42857142857142855,0.5714285714285714,11,0.04365079365079365,82.77819787549409,5.641697134387353,7.115513833992096,7.168621630094336,1
256,1479,22,5,11.636363636363637,4.56640625,4.4,11,0.5,0.03177822853279243,112,0.4375,0.171875,0.54296875,0.45703125,2,0.0078125,69.53983268983269,6.6238610038610055,9.103217503217504,9.84237267433701,1
234,1414,13,13,18.0,4.871794871794871,1.0,8,0.6153846153846154,0.01485148514851485,145,0.6196581196581197,0.2692307692307692,0.5726495726495726,0.42735042735042733,4,0.017094017094017096,51.68692307692311,10.540851063829788,11.99672667757774,11.95083700844419,1
188,1136,12,4,15.666666666666666,4.696808510638298,3.0,8,0.6666666666666666,0.022007042253521125,136,0.723404255319149,0.19148936170212766,0.5957446808510638,0.40425531914893614,12,0.06382978723404255,58.19499254843521,9.275230998509688,11.900447093889717,12.079253325248377,1
323,1782,11,1,29.363636363636363,4.402476780185759,11.0,2,0.18181818181818182,0.010662177328843996,169,0.5232198142414861,0.17337461300309598,0.5108359133126935,0.4891640866873065,17,0.05263157894736842,56.56641414141414,12.686778900112234,15.979349046015713,13.606401829973382,1
193,1179,12,1,16.083333333333332,5.041450777202073,12.0,5,0.4166666666666667,0.01441899915182358,133,0.689119170984456,0.2694300518134715,0.5699481865284974,0.43005181347150256,6,0.031088082901554404,55.22017857142856,9.469960317460316,11.37936507936508,11.855464076750408,1
350,2037,11,48,31.818181818181817,4.6085714285714285,0.22916666666666666,4,0.36363636363636365,0.012763868433971527,221,0.6314285714285715,0.2,0.62,0.38,48,0.13714285714285715,40.32341437632138,15.404038054968286,17.160253699788584,14.424011203321125,1
217,1190,11,4,19.727272727272727,4.3271889400921655,2.75,5,0.45454545454545453,0.013445378151260505,144,0.663594470046083,0.09216589861751152,0.5483870967741935,0.45161290322580644,19,0.08755760368663594,76.17045454545459,7.603636363636365,8.90909090909091,6.980632752743321,1
266,1514,19,4,14.0,4.571428571428571,4.75,0,0.0,0.013870541611624834,130,0.48872180451127817,0.22180451127819548,0.4774436090225564,0.5225563909774437,4,0.015037593984962405,68.04798344175046,7.259065641632173,8.46749457914449,9.276330184999454,1
161,771,6,1,26.833333333333332,3.7577639751552794,6.0,0,0.0,0.009079118028534372,75,0.4658385093167702,0.06832298136645963,0.40372670807453415,0.5962732919254659,1,0.006211180124223602,72.9296014492754,9.75326086956522,12.720910973084885,9.725611199111238,1
223,1248,12,5,18.583333333333332,4.506726457399103,2.4,4,0.3333333333333333,0.01282051282051282,137,0.6143497757847534,0.18834080717488788,0.4663677130044843,0.5336322869955157,8,0.03587443946188341,69.60879110612855,8.166917040358744,10.482660687593423,10.504223727775692,1
206,1167,9,2,22.88888888888889,4.558252427184466,4.5,4,0.4444444444444444,0.012853470437017995,110,0.5339805825242718,0.2087378640776699,0.5242718446601942,0.47572815533980584,3,0.014563106796116505,56.054744458128084,11.744673645320201,14.28793103448276,12.815532586354998,1
338,1928,15,1,22.533333333333335,4.544378698224852,15.0,12,0.8,0.015560165975103735,188,0.5562130177514792,0.19822485207100593,0.5295857988165681,0.47041420118343197,19,0.05621301775147929,59.465652003910094,10.612656891495607,12.495092864125123,12.10132525352546,1
215,1305,14,5,15.357142857142858,4.837209302325581,2.8,15,1.0714285714285714,0.03065134099616858,130,0.6046511627906976,0.2837209302325581,0.6046511627906976,0.3953488372093023,15,0.06976744186046512,55.03727739726028,10.116541095890412,11.683561643835617,11.37473899888905,1
225,1230,15,5,15.0,4.266666666666667,3.0,5,0.3333333333333333,0.022764227642276424,126,0.56,0.1288888888888889,0.5155555555555555,0.48444444444444446,5,0.022222222222222223,79.66849926578563,5.906713656387666,8.696505139500735,8.841846274778883,1
187,934,14,4,13.357142857142858,3.855614973262032,3.5,4,0.2857142857142857,0.02462526766595289,102,0.5454545454545454,0.08021390374331551,0.5133689839572193,0.48663101604278075,5,0.026737967914438502,85.66771780705484,4.769281767955803,7.11619209519762,7.610546881738771,1
330,1643,18,1,18.333333333333332,3.903030303030303,18.0,10,0.5555555555555556,0.018259281801582473,129,0.39090909090909093,0.09696969696969697,0.41818181818181815,0.5818181818181818,10,0.030303030303030304,85.42663956639569,5.870934959349594,7.898644986449864,6.69162321629862,1
264,1450,3,1,88.0,4.4356060606060606,3.0,2,0.6666666666666666,0.0034482758620689655,148,0.5606060606060606,0.17045454545454544,0.4621212121212121,0.5378787878787878,5,0.01893939393939394,-4.855056179775261,36.04659176029962,38.14681647940075,17.879347455551382,1
243,1199,12,1,20.25,3.8641975308641974,12.0,3,0.25,0.020016680567139282,139,0.5720164609053497,0.102880658436214,0.4567901234567901,0.5432098765432098,2,0.00823045267489712,76.61458333333334,7.603796296296299,9.910699588477367,10.125756701596842,1
510,2839,35,6,14.571428571428571,4.405882352941177,5.833333333333333,14,0.4,0.021838675589996477,231,0.45294117647058824,0.1843137254901961,0.5294117647058824,0.47058823529411764,24,0.047058823529411764,70.6673786407767,7.058085991678226,8.526490984743411,9.159459690764724,1
171,849,8,1,21.375,3.9005847953216373,8.0,3,0.375,0.016489988221436984,100,0.5847953216374269,0.11695906432748537,0.4853801169590643,0.5146198830409356,2,0.011695906432748537,70.99213414634147,8.450121951219515,11.370731707317074,10.411451182825502,1
213,1275,11,5,19.363636363636363,4.727699530516432,2.2,4,0.36363636363636365,0.025098039215686273,134,0.6291079812206573,0.2347417840375587,0.6009389671361502,0.39906103286384975,5,0.023474178403755867,55.85455407152091,10.234037052994399,12.980784144765188,12.563389971838223,1
252,1784,14,4,18.0,5.369047619047619,3.5,10,0.7142857142857143,0.014013452914798207,153,0.6071428571428571,0.3611111111111111,0.5793650793650794,0.42063492063492064,37,0.14682539682539683,44.19062500000001,11.638303571428573,14.814285714285715,14.348710955821954,1
218,1204,2,11,109.0,4.444954128440367,0.18181818181818182,0,0.0,0.0016611295681063123,116,0.5321100917431193,0.1926605504587156,0.4954128440366973,0.5045871559633027,38,0.1743119266055046,-22.515719178082165,43.602671232876716,45.80913242009132,18.243605946275583,1
191,1096,9,1,21.22222222222222,4.607329842931938,9.0,5,0.5555555555555556,0.020985401459854013,101,0.5287958115183246,0.24083769633507854,0.5340314136125655,0.46596858638743455,8,0.041884816753926704,60.14142774899254,10.198203799654578,11.686586067933218,10.504223727775692,1
159,836,5,1,31.8,4.226415094339623,5.0,0,0.0,0.005980861244019139,88,0.5534591194968553,0.1320754716981132,0.4339622641509434,0.5660377358490566,2,0.012578616352201259,63.354226415094345,12.322691823899373,14.229433962264151,10.793553405168563,1
551,3281,31,5,17.774193548387096,4.707803992740472,6.2,17,0.5483870967741935,0.019811033221578785,284,0.515426497277677,0.22323049001814882,0.5862068965517241,0.41379310344827586,10,0.018148820326678767,60.43575815076764,9.32549594617906,11.873290782588697,12.073905160250206,1
165,939,7,1,23.571428571428573,4.587878787878788,7.0,5,0.7142857142857143,0.01810436634717785,77,0.4666666666666667,0.17575757575757575,0.5212121212121212,0.47878787878787876,4,0.024242424242424242,55.00245398773009,11.372410166520595,11.52287467134093,10.290406445055957,1
308,1492,13,6,23.692307692307693,3.7435064935064934,2.1666666666666665,6,0.46153846153846156,0.014075067024128687,133,0.4318181818181818,0.06168831168831169,0.42857142857142855,0.5714285714285714,6,0.01948051948051948,82.05629255989915,7.642622950819675,10.040353089533419,6.67199483983844,1
176,834,5,2,35.2,3.6931818181818183,2.5,1,0.2,0.009592326139088728,100,0.5681818181818182,0.06818181818181818,0.42045454545454547,0.5795454545454546,4,0.022727272727272728,69.20245454545454,12.351636363636366,14.989090909090912,8.841846274778883,1
221,1158,13,4,17.0,4.076923076923077,3.25,17,1.3076923076923077,0.02849740932642487,87,0.3936651583710407,0.12217194570135746,0.5294117647058824,0.47058823529411764,19,0.08597285067873303,75.44807692307693,6.940000000000001,8.951048951048952,8.841846274778883,1
179,894,10,2,17.9,3.9273743016759775,5.0,5,0.5,0.01901565995525727,90,0.5027932960893855,0.0782122905027933,0.48044692737430167,0.5195530726256983,2,0.0111731843575419,73.9429655172414,7.268413793103445,9.948505747126436,10.355215969177355,1
180,930,8,1,22.5,4.088888888888889,8.0,4,0.5,0.02795698924731183,114,0.6333333333333333,0.11666666666666667,0.46111111111111114,0.5388888888888889,6,0.03333333333333333,71.60967696629214,8.798735955056184,10.47303370786517,9.188382445141503,1
332,2049,17,7,19.529411764705884,4.981927710843373,2.4285714285714284,21,1.2352941176470589,0.02244997559785261,210,0.6325301204819277,0.2710843373493976,0.5632530120481928,0.4367469879518072,17,0.05120481927710843,48.64577958894404,11.325868178596743,13.233451452870305,12.827911418992354,1
393,2218,25,11,15.72,4.396946564885496,2.272727272727273,5,0.2,0.022993688007213707,118,0.30025445292620867,0.21882951653944022,0.4402035623409669,0.5597964376590331,11,0.027989821882951654,65.8731144631766,8.305425909494236,12.021472937000889,12.043149292134785,1
204,1063,9,3,22.666666666666668,3.9166666666666665,3.0,2,0.2222222222222222,0.01881467544684854,112,0.5490196078431373,0.11764705882352941,0.47549019607843135,0.5245098039215687,14,0.06862745098039216,72.64539772727275,9.616931818181822,11.789712918660287,8.472884824447931,1
162,859,10,4,16.2,4.197530864197531,2.5,1,0.1,0.013969732246798603,83,0.5123456790123457,0.16666666666666666,0.4691358024691358,0.5308641975308642,1,0.006172839506172839,76.10645092024542,6.693380368098161,8.48319018404908,9.120678840339163,1
437,2498,26,6,16.807692307692307,4.54462242562929,4.333333333333333,12,0.46153846153846156,0.02642113690952762,193,0.4416475972540046,0.19679633867276888,0.551487414187643,0.448512585812357,24,0.05491990846681922,63.27889214999125,8.627801822323466,10.762957771158227,10.80991298281133,1
249,1383,19,3,13.105263157894736,4.381526104417671,6.333333333333333,9,0.47368421052631576,0.02386117136659436,133,0.5341365461847389,0.1646586345381526,0.46987951807228917,0.5301204819277109,11,0.04417670682730924,73.19898594377513,6.48612449799197,7.621686746987952,8.344100000000001,1
196,1077,12,2,16.333333333333332,4.331632653061225,6.0,5,0.4166666666666667,0.032497678737233054,85,0.4336734693877551,0.14795918367346939,0.4744897959183674,0.5255102040816326,12,0.061224489795918366,68.96789115646261,7.697346938775514,8.574149659863947,8.841846274778883,1
220,1236,15,3,14.666666666666666,4.5,5.0,5,0.3333333333333333,0.021035598705501618,114,0.5181818181818182,0.17727272727272728,0.5227272727272727,0.4772727272727273,8,0.03636363636363636,66.08175342465756,7.669296803652969,8.762374429223744,9.210782826323648,1
191,1023,11,3,17.363636363636363,4.219895287958115,3.6666666666666665,10,0.9090909090909091,0.02541544477028348,117,0.612565445026178,0.16753926701570682,0.4973821989528796,0.5026178010471204,2,0.010471204188481676,71.7537081339713,7.5421531100478525,10.277511961722489,10.436869588844216,1
154,11788,7,1,22.0,4.175324675324675,7.0,0,0.0,0.0005938242280285036,80,0.5194805194805194,0.12337662337662338,0.5064935064935064,0.4935064935064935,4,0.025974025974025976,69.14136363636365,9.080909090909092,10.618181818181819,10.608840637214634,1
502,2538,20,6,25.1,3.9641434262948207,3.3333333333333335,1,0.05,0.009062253743104806,174,0.3466135458167331,0.0796812749003984,0.4103585657370518,0.5896414342629482,10,0.0199203187250996,74.85013346613549,9.05477689243028,11.394581673306774,9.255337874911486,1
213,1039,8,1,26.625,3.8497652582159625,8.0,2,0.25,0.009624639076034648,111,0.5211267605633803,0.06572769953051644,0.5117370892018779,0.48826291079812206,3,0.014084507042253521,73.25357142857145,10.494761904761909,12.952380952380953,8.418075326091056,1
180,965,10,3,18.0,4.166666666666667,3.3333333333333335,2,0.2,0.012435233160621761,106,0.5888888888888889,0.1388888888888889,0.5333333333333333,0.4666666666666667,4,0.022222222222222223,76.01966216216218,7.2520270270270295,10.210810810810813,9.888512548439397,1
218,1259,8,1,27.25,4.68348623853211,8.0,2,0.25,0.014297061159650517,90,0.41284403669724773,0.26605504587155965,0.44495412844036697,0.555045871559633,4,0.01834862385321101,46.65500000000003,13.459444444444447,18.022222222222222,15.742502247213078,1
341,1930,22,5,15.5,4.495601173020527,4.4,11,0.5,0.017616580310880828,167,0.4897360703812317,0.20234604105571846,0.530791788856305,0.46920821114369504,13,0.03812316715542522,68.24370809248558,8.038502890173412,10.272601156069365,10.125756701596842,1
279,1661,8,4,34.875,4.799283154121864,2.0,16,2.0,0.019867549668874173,158,0.5663082437275986,0.23655913978494625,0.5519713261648745,0.44802867383512546,10,0.035842293906810034,35.40163033807832,17.047540035587193,18.889857651245553,15.579741850924794,1
482,3104,30,5,16.066666666666666,5.221991701244813,6.0,15,0.5,0.02931701030927835,213,0.44190871369294604,0.3236514522821577,0.5746887966804979,0.42531120331950206,24,0.04979253112033195,41.21335443037978,11.571402589844318,14.723585042921577,14.051016940499611,1
321,1865,16,1,20.0625,4.638629283489097,16.0,10,0.625,0.0193029490616622,190,0.5919003115264797,0.21806853582554517,0.5077881619937694,0.49221183800623053,10,0.03115264797507788,59.77339340490799,9.983857361963192,12.07638036809816,11.81641974633143,1
235,1287,13,1,18.076923076923077,4.438297872340425,13.0,2,0.15384615384615385,0.022533022533022532,130,0.5531914893617021,0.19574468085106383,0.5276595744680851,0.4723404255319149,8,0.03404255319148936,63.47227664711971,8.667713004484309,9.910865815798552,9.851270322608155,1
442,2891,19,5,23.263157894736842,4.970588235294118,3.8,13,0.6842105263157895,0.015219647180906262,189,0.4276018099547511,0.31221719457013575,0.49321266968325794,0.5067873303167421,4,0.00904977375565611,38.87627002288332,13.55070938215103,17.529519450800915,16.1033174695574,1
229,1317,13,4,17.615384615384617,4.620087336244541,3.25,15,1.1538461538461537,0.02201974183750949,93,0.40611353711790393,0.2314410480349345,0.5021834061135371,0.4978165938864629,3,0.013100436681222707,56.32918374202217,9.778689956331881,14.207725898555594,13.274406872562384,1
338,1828,24,23,14.083333333333334,4.195266272189349,1.0434782608695652,9,0.375,0.021334792122538294,185,0.5473372781065089,0.15088757396449703,0.4940828402366864,0.5059171597633136,3,0.008875739644970414,76.7034347345133,6.06978244837758,8.245870206489675,9.075114841892004,1
207,1009,18,5,11.5,3.710144927536232,3.6,0,0.0,0.018830525272547076,120,0.5797101449275363,0.0821256038647343,0.47342995169082125,0.5265700483091788,6,0.028985507246376812,86.62476190476193,4.075238095238095,6.19047619047619,7.594959193182577,1
290,1514,16,4,18.125,4.075862068965518,4.0,7,0.4375,0.015191545574636724,155,0.5344827586206896,0.10689655172413794,0.496551724137931,0.503448275862069,3,0.010344827586206896,78.19118234536086,6.871509879725085,8.099742268041238,8.07648339933343,1
267,1659,11,1,24.272727272727273,5.063670411985019,11.0,19,1.7272727272727273,0.020494273658830622,176,0.6591760299625468,0.30337078651685395,0.6104868913857678,0.3895131086142322,21,0.07865168539325842,41.19818181818184,13.543030303030303,14.652911133810012,13.88584557914918,1
194,1009,10,1,19.4,4.087628865979381,10.0,5,0.5,0.02576808721506442,105,0.5412371134020618,0.11855670103092783,0.4793814432989691,0.520618556701031,3,0.015463917525773196,64.4774782608696,8.837086956521738,11.925217391304347,11.792908689023552,1
667,3127,34,8,19.61764705882353,3.5772113943028487,4.25,12,0.35294117647058826,0.01694915254237288,235,0.3523238380809595,0.05247376311844078,0.43778110944527737,0.5622188905547226,41,0.06146926536731634,85.73828767434468,6.321812729998637,8.744518649766027,7.463857097105799,1
245,1370,20,4,12.25,4.387755102040816,5.0,8,0.4,0.02408759124087591,113,0.46122448979591835,0.14285714285714285,0.5510204081632653,0.4489795918367347,5,0.02040816326530612,70.39874203187253,6.557886454183269,8.04788844621514,8.982922981607832,1
230,1209,5,3,46.0,4.1347826086956525,1.6666666666666667,2,0.4,0.008271298593879239,132,0.5739130434782609,0.12173913043478261,0.5130434782608696,0.48695652173913045,5,0.021739130434782608,45.237275862068984,18.47668965517241,20.628965517241383,14.265292616868656,1
211,1126,9,3,23.444444444444443,4.241706161137441,3.0,3,0.3333333333333333,0.015985790408525755,114,0.5402843601895735,0.15165876777251186,0.4976303317535545,0.5023696682464455,3,0.014218009478672985,61.052878521126786,11.358069248826293,12.340140845070422,10.125756701596842,1
214,1194,11,5,19.454545454545453,4.373831775700935,2.2,8,0.7272727272727273,0.022613065326633167,138,0.6448598130841121,0.16822429906542055,0.5327102803738317,0.4672897196261682,8,0.037383177570093455,66.98241014799154,8.772262156448207,10.79492600422833,10.436869588844216,1
171,931,4,2,42.75,4.356725146198831,2.0,5,1.25,0.011815252416756176,95,0.5555555555555556,0.19298245614035087,0.45614035087719296,0.543859649122807,1,0.005847953216374269,43.8092381656805,17.644896449704138,19.266863905325444,13.023866798666859,1
287,1647,12,4,23.916666666666668,3.682926829268293,3.0,1,0.08333333333333333,0.010321797207043109,105,0.36585365853658536,0.09407665505226481,0.4564459930313589,0.5435540069686411,3,0.010452961672473868,75.55679587688735,8.66223867595819,11.657259001161442,10.125756701596842,1
194,1003,11,7,17.636363636363637,3.943298969072165,1.5714285714285714,5,0.45454545454545453,0.027916251246261216,106,0.5463917525773195,0.10309278350515463,0.4381443298969072,0.5618556701030928,2,0.010309278350515464,83.8628107606679,5.988682745825603,8.759925788497217,8.575989854853784,1
198,1160,1,6,198.0,4.828282828282828,0.16666666666666666,1,1.0,0.0008620689655172414,129,0.6515151515151515,0.25252525252525254,0.5454545454545454,0.45454545454545453,5,0.025252525252525252,-127.01681818181814,80.16434343434344,84.45252525252526,33.358111892551165,1
164,926,12,4,13.666666666666666,4.475609756097561,3.0,8,0.6666666666666666,0.03131749460043196,101,0.6158536585365854,0.17073170731707318,0.5670731707317073,0.4329268292682927,1,0.006097560975609756,66.40742586912067,7.3713036809815975,8.132719836400819,9.075114841892004,1
159,747,9,2,17.666666666666668,3.610062893081761,4.5,0,0.0,0.018741633199464525,81,0.5094339622641509,0.1069182389937107,0.44025157232704404,0.559748427672956,5,0.031446540880503145,85.68069182389938,5.697484276729561,9.079245283018869,8.515128840125781,1
